일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV1,<35,Master,Man,No,Dev,15,6,Germany,77290.0,7.0
DEV2,<35,Undergraduate,Man,No,Dev,9,6,Canada,,13.0
DEV3,>35,Master,Man,No,Dev,26,18,Germany,77831.0,
DEV4,>35,Undergraduate,Man,No,Dev,39,21,United Kingdom of Great Britain and Northern Ireland,1000000.0,3.0
DEV5,<35,Master,Man,No,Dev,19,10,Germany,60535.0,99.0
DEV6,<35,Undergraduate,Man,No,Dev,8,0,United States of America,103000.0,7.0
DEV7,>35,Master,Man,Yes,Dev,34,12,United Kingdom of Great Britain and Northern Ireland,64630.0,14.0
DEV8,>35,Other,Man,Yes,Dev,25,10,Canada,71850.0,6.0
DEV9,>35,Undergraduate,Man,No,Dev,24,18,United Kingdom of Great Britain and Northern Ireland,129266.0,12.0
DEV10,>35,Undergraduate,Man,No,Dev,25,15,United States of America,105000.0,6.0
DEV11,>35,PhD,Man,No,Dev,10,8,Canada,151263.0,8.0
DEV12,>35,Other,Man,No,Dev,31,17,Canada,95295.0,10.0
DEV13,<35,PhD,Man,No,Dev,18,1,United States of America,100000.0,8.0
DEV14,>35,Undergraduate,Man,No,Dev,26,14,United Kingdom of Great Britain and Northern Ireland,61398.0,10.0
DEV15,<35,Other,Man,Yes,Dev,18,8,Germany,24648.0,18.0
DEV16,<35,Undergraduate,Man,No,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,64630.0,8.0
DEV17,<35,Other,Man,No,Dev,6,1,Germany,29508.0,33.0
DEV18,<35,Undergraduate,Man,No,Dev,12,6,United States of America,140000.0,14.0
DEV19,<35,Undergraduate,Man,No,Dev,7,1,United States of America,54000.0,10.0
DEV20,>35,Master,Man,Yes,Dev,27,16,United States of America,200000.0,19.0
DEV21,<35,Undergraduate,Man,Yes,Dev,1,3,United Kingdom of Great Britain and Northern Ireland,,20.0
DEV22,>35,Undergraduate,Man,No,Dev,38,34,United States of America,,5.0
DEV23,<35,Master,Man,No,Dev,27,11,Germany,,22.0
DEV24,>35,Undergraduate,Man,No,Dev,31,25,United Kingdom of Great Britain and Northern Ireland,70047.0,
DEV25,<35,Undergraduate,Man,Yes,NotDev,15,4,United States of America,98500.0,
DEV26,<35,Undergraduate,Man,No,Dev,20,7,India,2340.0,
DEV27,>35,Undergraduate,Man,No,Dev,41,24,United States of America,1000000.0,11.0
DEV28,>35,PhD,Man,No,Dev,42,22,United Kingdom of Great Britain and Northern Ireland,2000000.0,1.0
DEV29,>35,Master,Man,No,NotDev,3,3,Canada,999999.0,5.0
DEV30,>35,Other,Man,No,Dev,35,25,United Kingdom of Great Britain and Northern Ireland,60752.0,99.0
DEV31,>35,Master,Man,No,Dev,20,13,United Kingdom of Great Britain and Northern Ireland,84019.0,100.0
DEV32,<35,Master,Man,No,Dev,10,9,United States of America,70000.0,120.0
DEV33,<35,Undergraduate,Man,Yes,Dev,10,5,United States of America,90000.0,12.0
DEV34,<35,Undergraduate,Man,No,Dev,10,1,India,1512.0,32.0
DEV35,<35,Master,Woman,No,NotDev,9,2,United States of America,193000.0,5.0
DEV36,>35,Undergraduate,Man,No,Dev,24,14,United Kingdom of Great Britain and Northern Ireland,77556.0,15.0
DEV37,>35,Undergraduate,Man,No,Dev,21,14,United Kingdom of Great Britain and Northern Ireland,103408.0,19.0
DEV38,<35,Undergraduate,Man,No,Dev,10,8,Germany,84316.0,29.0
DEV39,<35,Undergraduate,Man,No,Dev,14,7,United Kingdom of Great Britain and Northern Ireland,103408.0,4.0
DEV40,>35,Undergraduate,Man,Yes,Dev,30,22,United States of America,165000.0,29.0
DEV41,<35,Other,Man,Yes,Dev,10,5,Germany,51888.0,14.0
DEV42,<35,Undergraduate,Man,No,Dev,6,3,Germany,42158.0,11.0
DEV43,<35,Undergraduate,NonBinary,Yes,Dev,18,7,Germany,32424.0,2.0
DEV44,<35,Undergraduate,Man,No,NotDev,2,2,United States of America,60000.0,12.0
DEV45,>35,PhD,Man,No,Dev,13,8,Germany,74588.0,3.0
DEV46,<35,Undergraduate,Man,No,Dev,12,3,United Kingdom of Great Britain and Northern Ireland,50153.0,11.0
DEV47,<35,Master,Man,No,Dev,15,11,India,30716.0,13.0
DEV48,<35,Master,Man,No,NotDev,6,2,Germany,54049.0,5.0
DEV49,<35,Other,Man,No,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,19389.0,10.0
DEV50,>35,Undergraduate,Man,No,Dev,18,13,United States of America,160000.0,6.0
DEV51,>35,Undergraduate,Man,No,Dev,37,31,United States of America,185000.0,17.0
DEV52,<35,Undergraduate,Man,No,NotDev,20,9,United States of America,107972.0,7.0
DEV53,<35,Other,Man,Yes,Dev,8,6,United Kingdom of Great Britain and Northern Ireland,48472.0,12.0
DEV54,>35,Undergraduate,Man,Yes,Dev,24,16,United States of America,120000.0,13.0
DEV55,<35,PhD,Man,No,NotDev,10,4,United Kingdom of Great Britain and Northern Ireland,51704.0,5.0
DEV56,>35,Undergraduate,Man,No,Dev,25,15,Germany,70264.0,10.0
DEV57,<35,Master,Man,No,Dev,22,13,United States of America,115000.0,10.0
DEV58,<35,Undergraduate,Woman,Yes,Dev,21,12,United States of America,144000.0,22.0
DEV59,>35,Master,Man,No,Dev,31,21,Germany,70264.0,5.0
DEV60,>35,Undergraduate,Man,No,Dev,44,34,Canada,181515.0,7.0
DEV61,>35,NoHigherEd,Man,No,Dev,22,22,United States of America,105000.0,6.0
DEV62,>35,Master,Man,No,Dev,20,5,Germany,56211.0,13.0
DEV63,<35,Master,Man,No,NotDev,10,7,United Kingdom of Great Britain and Northern Ireland,64630.0,7.0
DEV64,<35,Master,Man,No,Dev,14,10,United States of America,110000.0,6.0
DEV65,>35,Undergraduate,Man,Yes,Dev,25,15,United States of America,120000.0,21.0
DEV66,<35,NoHigherEd,Man,Yes,Dev,11,6,Germany,48644.0,20.0
DEV67,<35,Undergraduate,Man,No,Dev,18,4,Canada,75631.0,3.0
DEV68,>35,Other,Man,No,NotDev,41,39,United States of America,70000.0,6.0
DEV69,<35,Master,Man,No,NotDev,14,9,Germany,58373.0,9.0
DEV70,<35,Undergraduate,Man,No,Dev,4,2,India,5585.0,13.0
DEV71,<35,Other,Woman,Yes,Dev,15,4,United States of America,58000.0,8.0
DEV72,<35,Undergraduate,Man,No,Dev,18,6,Germany,61616.0,15.0
DEV73,<35,Master,Man,Yes,Dev,11,6,Canada,68068.0,10.0
DEV74,<35,Undergraduate,Man,Yes,Dev,12,5,India,217800.0,17.0
DEV75,<35,NoHigherEd,Man,Yes,Dev,18,1,United States of America,40000.0,6.0
DEV76,<35,Undergraduate,Man,No,Dev,15,8,Canada,71850.0,12.0
DEV77,>35,Undergraduate,Man,No,Dev,21,14,Canada,66934.0,4.0
DEV78,<35,NoHigherEd,NonBinary,Yes,Dev,8,7,Germany,58373.0,17.0
DEV79,>35,Master,Man,No,Dev,25,24,United Kingdom of Great Britain and Northern Ireland,55582.0,7.0
DEV80,>35,Undergraduate,Man,No,Dev,42,27,United Kingdom of Great Britain and Northern Ireland,71093.0,2.0
DEV81,>35,Other,Man,No,Dev,30,21,United Kingdom of Great Britain and Northern Ireland,60752.0,14.0
DEV82,>35,Undergraduate,Man,No,Dev,26,16,Japan,179858.0,16.0
DEV83,>35,PhD,Man,No,NotDev,20,6,United States of America,90000.0,8.0
DEV84,<35,Undergraduate,Man,No,Dev,12,3,United States of America,67000.0,28.0
DEV85,<35,Undergraduate,Man,No,Dev,12,4,India,21676.0,8.0
DEV86,>35,Other,Man,Yes,Dev,25,16,United States of America,195000.0,11.0
DEV87,>35,PhD,Man,No,Dev,35,23,United Kingdom of Great Britain and Northern Ireland,155111.0,9.0
DEV88,<35,Undergraduate,Man,Yes,Dev,6,2,Canada,90000.0,14.0
DEV89,<35,Master,Man,No,NotDev,20,12,United States of America,29000.0,2.0
DEV90,<35,Undergraduate,Man,No,Dev,10,6,United States of America,170000.0,24.0
DEV91,<35,Undergraduate,Man,No,Dev,9,4,United States of America,70000.0,13.0
DEV92,<35,NoHigherEd,Man,No,Dev,8,2,United States of America,40000.0,9.0
DEV93,<35,Master,Man,No,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,54224.0,8.0
DEV94,>35,Undergraduate,Man,Yes,NotDev,22,4,United States of America,85000.0,5.0
DEV95,<35,Undergraduate,Man,No,Dev,6,1,Germany,64859.0,17.0
DEV96,<35,Other,Man,Yes,Dev,12,5,Canada,31750.0,18.0
DEV97,<35,Master,Man,No,Dev,6,2,United States of America,100000.0,17.0
DEV98,<35,Undergraduate,Man,No,Dev,5,3,United States of America,92000.0,14.0
DEV99,<35,Master,Man,No,Dev,15,12,United States of America,135000.0,7.0
DEV100,<35,Undergraduate,Man,Yes,Dev,9,5,United Kingdom of Great Britain and Northern Ireland,71093.0,24.0
DEV101,<35,Undergraduate,Man,No,Dev,8,4,United States of America,150000.0,11.0
DEV102,>35,Undergraduate,Man,Yes,Dev,21,19,United States of America,65000.0,13.0
DEV103,>35,NoHigherEd,Man,No,Dev,18,17,Germany,25944.0,11.0
DEV104,<35,Undergraduate,Man,Yes,Dev,10,3,Germany,59454.0,8.0
DEV105,>35,Undergraduate,Man,Yes,Dev,28,20,Germany,19452.0,17.0
DEV106,>35,PhD,Man,No,Dev,39,35,United States of America,110000.0,5.0
DEV107,<35,Undergraduate,Man,No,Dev,11,3,Germany,31128.0,11.0
DEV108,>35,Master,Man,Yes,Dev,40,21,United States of America,190000.0,9.0
DEV109,>35,PhD,Man,No,Dev,30,10,United Kingdom of Great Britain and Northern Ireland,49765.0,3.0
DEV110,<35,Undergraduate,Man,No,Dev,14,8,United States of America,57765.0,7.0
DEV111,<35,Undergraduate,Man,No,Dev,6,3,United States of America,40000.0,6.0
DEV112,<35,NoHigherEd,Man,No,Dev,6,2,United States of America,37440.0,12.0
DEV113,<35,Undergraduate,Man,No,Dev,3,1,India,11724.0,16.0
DEV114,<35,Master,Man,No,Dev,5,4,United States of America,133000.0,11.0
DEV115,>35,Other,Man,No,Dev,23,13,Germany,69183.0,8.0
DEV116,<35,Undergraduate,Man,No,Dev,10,8,India,29320.0,23.0
DEV117,<35,Master,NonBinary,No,NotDev,12,5,United States of America,150000.0,10.0
DEV118,>35,Other,Woman,No,Dev,20,17,United States of America,78750.0,6.0
DEV119,<35,Undergraduate,Man,No,Dev,3,0,India,6981.0,5.0
DEV120,>35,Undergraduate,Man,No,NotDev,25,19,United States of America,125000.0,13.0
DEV121,<35,Undergraduate,Man,No,Dev,17,10,United Kingdom of Great Britain and Northern Ireland,63854.0,5.0
DEV122,>35,Other,Man,Yes,Dev,14,10,India,123984.0,17.0
DEV123,<35,Other,Man,No,Dev,4,0,India,2508.0,20.0
DEV124,<35,Other,Man,No,Dev,8,5,United States of America,72000.0,12.0
DEV125,<35,Undergraduate,Man,Yes,Dev,4,0,India,8376.0,12.0
DEV126,<35,Undergraduate,Man,Yes,Dev,11,7,Germany,86478.0,19.0
DEV127,<35,Undergraduate,Man,No,Dev,16,7,India,134028.0,2.0
DEV128,>35,Undergraduate,Man,No,Dev,40,25,United States of America,98000.0,7.0
DEV129,>35,NoHigherEd,Man,No,Dev,21,18,Germany,54049.0,18.0
DEV130,<35,Undergraduate,Man,No,Dev,11,2,India,25128.0,25.0
DEV131,<35,Other,Man,No,Dev,13,4,Germany,36324.0,16.0
DEV132,<35,Undergraduate,Man,No,Dev,3,1,United States of America,82000.0,11.0
DEV133,<35,PhD,Man,No,Dev,12,10,United States of America,105000.0,3.0
DEV134,<35,Other,Man,No,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,28437.0,12.0
DEV135,>35,Undergraduate,Man,No,NotDev,25,5,Germany,101612.0,11.0
DEV136,<35,Undergraduate,Man,No,Dev,15,9,United States of America,135000.0,14.0
DEV137,<35,Undergraduate,Man,No,Dev,6,7,India,31332.0,6.0
DEV138,<35,Undergraduate,Man,No,Dev,15,8,United States of America,200000.0,8.0
DEV139,<35,Master,Man,No,Dev,11,3,India,40489.0,16.0
DEV140,<35,Master,Man,No,Dev,20,10,United States of America,58000.0,17.0
DEV141,<35,Master,Man,Yes,Dev,7,3,United Kingdom of Great Britain and Northern Ireland,48472.0,4.0
DEV142,<35,NoHigherEd,Man,No,Dev,8,0,United Kingdom of Great Britain and Northern Ireland,19389.0,15.0
DEV143,<35,Undergraduate,Man,No,Dev,11,7,Germany,43239.0,7.0
DEV144,>35,Undergraduate,Man,Yes,Dev,27,11,United States of America,180000.0,5.0
DEV145,<35,PhD,Man,No,NotDev,10,7,Germany,51888.0,4.0
DEV146,<35,Undergraduate,Man,No,Dev,3,2,United States of America,70000.0,7.0
DEV147,>35,Undergraduate,Man,No,Dev,30,20,United States of America,130000.0,12.0
DEV148,>35,Undergraduate,Man,No,NotDev,9,9,United States of America,96000.0,3.0
DEV149,>35,NoHigherEd,Man,No,Dev,41,14,Germany,56208.0,20.0
DEV150,>35,Undergraduate,Man,Yes,Dev,45,33,United States of America,175000.0,29.0
DEV151,>35,Other,Woman,No,Dev,35,25,Canada,68068.0,11.0
DEV152,>35,Other,Man,No,NotDev,50,50,United States of America,25000.0,6.0
DEV153,>35,Other,Man,Yes,NotDev,25,4,United States of America,55702.0,3.0
DEV154,<35,Undergraduate,Man,No,Dev,13,4,United States of America,72000.0,9.0
DEV155,>35,Other,Man,No,Dev,33,20,United States of America,110000.0,19.0
DEV156,<35,Undergraduate,Man,Yes,Dev,18,13,United States of America,155000.0,9.0
DEV157,<35,Other,Man,No,Dev,18,14,Germany,75885.0,21.0
DEV158,<35,Master,NonBinary,No,Dev,12,7,United States of America,125000.0,6.0
DEV159,>35,Undergraduate,Man,No,Dev,43,35,United States of America,70000.0,11.0
DEV160,<35,Other,Man,Yes,Dev,10,4,United States of America,105000.0,3.0
DEV161,>35,Master,Man,No,Dev,20,10,Germany,77832.0,17.0
DEV162,<35,Undergraduate,Man,Yes,Dev,2,1,India,5868.0,20.0
DEV163,>35,Other,Man,No,Dev,35,25,United States of America,156000.0,29.0
DEV164,<35,Undergraduate,Man,No,NotDev,12,5,Canada,77900.0,5.0
DEV165,<35,Other,Man,No,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,51704.0,4.0
DEV166,<35,Master,Man,No,Dev,10,2,United States of America,45000.0,7.0
DEV167,<35,Undergraduate,Man,No,Dev,10,3,India,9773.0,14.0
DEV168,<35,Master,Man,No,Dev,13,4,Germany,45401.0,10.0
DEV169,>35,Undergraduate,Man,Yes,Dev,20,15,United States of America,120000.0,17.0
DEV170,<35,Undergraduate,Man,No,Dev,12,8,United States of America,66500.0,12.0
DEV171,<35,Master,Man,No,Dev,6,6,India,8040.0,10.0
DEV172,<35,Undergraduate,Man,No,Dev,15,7,United States of America,125000.0,21.0
DEV173,<35,Undergraduate,Man,Yes,Dev,16,10,India,29320.0,10.0
DEV174,>35,Master,Man,No,Dev,28,22,United Kingdom of Great Britain and Northern Ireland,116333.0,11.0
DEV175,<35,Other,Man,Yes,Dev,17,12,Germany,54049.0,13.0
DEV176,<35,PhD,Man,No,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,71093.0,1.0
DEV177,>35,Undergraduate,Man,No,Dev,27,25,United States of America,160000.0,10.0
DEV178,<35,Undergraduate,Man,No,Dev,9,1,Canada,49160.0,14.0
DEV179,<35,Undergraduate,Man,No,Dev,8,3,United States of America,64000.0,18.0
DEV180,>35,Undergraduate,Man,No,Dev,30,8,United Kingdom of Great Britain and Northern Ireland,50411.0,4.0
DEV181,<35,Master,Man,No,NotDev,9,4,Germany,54049.0,11.0
DEV182,<35,PhD,Man,No,Dev,14,7,United States of America,135000.0,5.0
DEV183,<35,Master,Man,No,Dev,3,2,United Kingdom of Great Britain and Northern Ireland,74970.0,10.0
DEV184,<35,Undergraduate,Man,Yes,Dev,8,3,Canada,52942.0,11.0
DEV185,<35,Undergraduate,Man,No,Dev,7,3,United States of America,85000.0,19.0
DEV186,<35,Undergraduate,Man,Yes,Dev,16,15,United States of America,120000.0,10.0
DEV187,<35,Master,Man,No,Dev,13,11,United States of America,155000.0,15.0
DEV188,<35,Undergraduate,Man,No,Dev,9,2,Germany,54049.0,19.0
DEV189,<35,NoHigherEd,Man,No,Dev,15,7,Germany,54480.0,21.0
DEV190,<35,Other,Man,No,Dev,15,13,United States of America,114000.0,8.0
DEV191,>35,Undergraduate,Man,No,Dev,12,11,Germany,51887.0,11.0
DEV192,<35,NoHigherEd,Man,No,Dev,15,10,Germany,77831.0,10.0
DEV193,<35,Master,Man,No,NotDev,10,2,India,10728.0,20.0
DEV194,<35,Undergraduate,Man,No,Dev,15,5,United States of America,115000.0,17.0
DEV195,<35,Undergraduate,Man,Yes,Dev,17,5,Canada,55211.0,22.0
DEV196,>35,Undergraduate,Man,No,Dev,26,23,United Kingdom of Great Britain and Northern Ireland,206815.0,14.0
DEV197,>35,Undergraduate,Man,No,Dev,14,10,United States of America,200000.0,33.0
DEV198,>35,Undergraduate,Man,No,Dev,23,10,United States of America,142000.0,24.0
DEV199,<35,Other,Man,Yes,Dev,10,8,United States of America,125000.0,17.0
DEV200,<35,Master,Man,No,Dev,9,3,United Kingdom of Great Britain and Northern Ireland,84019.0,4.0
DEV201,<35,Master,Man,No,Dev,10,5,Germany,31128.0,10.0
DEV202,<35,Master,Man,No,Dev,6,0,Germany,51888.0,6.0
DEV203,<35,Undergraduate,Man,Yes,Dev,5,5,India,16475.0,4.0
DEV204,<35,Undergraduate,Man,No,Dev,6,2,Germany,41040.0,9.0
DEV205,>35,Master,Man,No,Dev,30,12,United States of America,175000.0,15.0
DEV206,<35,Master,Man,No,Dev,15,7,India,18848.0,21.0
DEV207,<35,Master,Man,No,Dev,14,6,Germany,84312.0,11.0
DEV208,<35,Master,Man,Yes,Dev,12,7,Germany,81074.0,11.0
DEV209,>35,Master,Man,No,Dev,15,10,Germany,68102.0,4.0
DEV210,>35,PhD,Man,Yes,NotDev,35,19,United States of America,110000.0,2.0
DEV211,>35,Undergraduate,Man,No,Dev,22,12,United States of America,126000.0,3.0
DEV212,<35,Undergraduate,Man,No,Dev,10,1,India,5585.0,2.0
DEV213,<35,Undergraduate,Man,No,Dev,9,7,India,21641.0,15.0
DEV214,<35,Other,Man,No,Dev,5,4,India,27900.0,11.0
DEV215,>35,Other,Man,Yes,NotDev,31,18,United States of America,175000.0,30.0
DEV216,<35,Undergraduate,Man,No,Dev,5,1,India,8042.0,18.0
DEV217,<35,Undergraduate,Man,Yes,Dev,20,9,United States of America,190000.0,31.0
DEV218,>35,Undergraduate,Man,No,Dev,42,37,United States of America,220000.0,12.0
DEV219,<35,Master,Man,No,Dev,10,6,India,12564.0,6.0
DEV220,>35,Master,Man,No,Dev,30,30,United States of America,153000.0,22.0
DEV221,<35,NoHigherEd,Man,Yes,Dev,10,4,United States of America,75000.0,8.0
DEV222,<35,Undergraduate,Man,No,Dev,6,2,India,11169.0,5.0
DEV223,<35,Undergraduate,Man,No,Dev,10,4,India,30716.0,15.0
DEV224,>35,Undergraduate,Man,No,Dev,35,25,Germany,81074.0,6.0
DEV225,>35,Other,Woman,No,Dev,30,20,United States of America,215000.0,16.0
DEV226,<35,Other,Man,No,Dev,20,10,India,13962.0,12.0
DEV227,<35,Master,Man,No,Dev,10,6,India,64224.0,13.0
DEV228,>35,Master,Man,Yes,Dev,20,15,Canada,75631.0,10.0
DEV229,>35,Undergraduate,Man,No,Dev,12,10,Canada,68068.0,26.0
DEV230,>35,Other,Man,No,Dev,15,10,United States of America,200000.0,21.0
DEV231,>35,Undergraduate,Woman,Yes,Dev,32,15,United Kingdom of Great Britain and Northern Ireland,65922.0,15.0
DEV232,>35,Undergraduate,Man,Yes,Dev,23,15,United States of America,203000.0,8.0
DEV233,>35,Other,Man,No,NotDev,38,20,Germany,79993.0,12.0
DEV234,<35,Undergraduate,Man,No,NotDev,23,5,United States of America,100000.0,15.0
DEV235,<35,Undergraduate,Man,No,Dev,10,5,United States of America,80325.0,13.0
DEV236,>35,Undergraduate,Man,No,Dev,20,16,United States of America,150000.0,15.0
DEV237,<35,Undergraduate,Man,Yes,Dev,15,13,Germany,18984.0,23.0
DEV238,>35,Undergraduate,Man,No,Dev,32,23,Germany,64859.0,13.0
DEV239,<35,Undergraduate,Man,No,NotDev,11,3,United States of America,82750.0,14.0
DEV240,>35,Other,Man,Yes,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,71093.0,7.0
DEV241,<35,Master,Man,No,Dev,18,7,Germany,88208.0,16.0
DEV242,<35,Master,Man,No,Dev,13,6,United Kingdom of Great Britain and Northern Ireland,46533.0,4.0
DEV243,<35,Other,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,33600.0,7.0
DEV244,<35,Undergraduate,Man,No,Dev,10,8,United States of America,110000.0,14.0
DEV245,<35,Undergraduate,Man,No,Dev,5,1,India,5585.0,21.0
DEV246,<35,Master,Man,Yes,Dev,20,5,United States of America,200000.0,7.0
DEV247,<35,Other,Man,No,Dev,8,4,United States of America,144000.0,16.0
DEV248,>35,Master,Man,No,Dev,25,7,Germany,91883.0,14.0
DEV249,<35,Undergraduate,NonBinary,No,Dev,10,5,India,7679.0,22.0
DEV250,>35,NoHigherEd,Man,No,Dev,43,43,United States of America,83000.0,13.0
DEV251,<35,Undergraduate,Man,No,Dev,13,3,United States of America,75636.0,11.0
DEV252,>35,Undergraduate,Man,Yes,Dev,1,1,United States of America,100000.0,10.0
DEV253,>35,Other,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,103408.0,3.0
DEV254,<35,Undergraduate,Man,No,Dev,6,5,India,13962.0,16.0
DEV255,>35,Undergraduate,Man,Yes,NotDev,47,40,United States of America,200000.0,4.0
DEV256,<35,Undergraduate,Man,No,Dev,10,9,United Kingdom of Great Britain and Northern Ireland,87896.0,15.0
DEV257,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,80000.0,5.0
DEV258,>35,Master,Man,No,Dev,22,15,Germany,175119.0,13.0
DEV259,>35,Master,Man,No,NotDev,35,30,United Kingdom of Great Britain and Northern Ireland,193889.0,6.0
DEV260,<35,Master,Man,No,Dev,5,4,United States of America,166000.0,9.0
DEV261,<35,Undergraduate,Man,No,Dev,17,13,United States of America,220000.0,5.0
DEV262,>35,Other,Man,No,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,89189.0,23.0
DEV263,<35,Undergraduate,Man,No,Dev,12,5,Germany,51887.0,9.0
DEV264,>35,Undergraduate,Man,No,Dev,20,16,Canada,52942.0,6.0
DEV265,>35,Undergraduate,Man,No,Dev,32,21,United States of America,90000.0,7.0
DEV266,>35,Undergraduate,Man,No,Dev,15,12,United Kingdom of Great Britain and Northern Ireland,82726.0,8.0
DEV267,<35,Undergraduate,Man,No,Dev,3,1,United States of America,65000.0,18.0
DEV268,<35,Other,Man,No,Dev,6,1,Germany,5832.0,8.0
DEV269,<35,Undergraduate,Man,No,Dev,16,11,India,33508.0,11.0
DEV270,<35,Master,Man,No,Dev,10,7,United States of America,160000.0,17.0
DEV271,<35,Undergraduate,Man,Yes,Dev,16,11,Germany,81074.0,18.0
DEV272,>35,Other,Man,No,Dev,20,8,United States of America,200000.0,16.0
DEV273,<35,Undergraduate,Man,No,Dev,6,2,Canada,66556.0,24.0
DEV274,>35,Undergraduate,Man,No,Dev,28,25,United States of America,120000.0,10.0
DEV275,<35,Undergraduate,Man,Yes,Dev,25,6,India,20940.0,13.0
DEV276,<35,Undergraduate,Man,No,Dev,19,6,Germany,86478.0,7.0
DEV277,>35,PhD,Man,No,NotDev,42,25,United States of America,160000.0,10.0
DEV278,>35,Master,NonBinary,Yes,Dev,35,23,Germany,58373.0,13.0
DEV279,>35,Undergraduate,Man,No,Dev,25,16,United States of America,105000.0,36.0
DEV280,<35,Undergraduate,Man,No,Dev,12,7,United States of America,83200.0,8.0
DEV281,<35,Undergraduate,Man,Yes,Dev,10,4,United States of America,81000.0,11.0
DEV282,<35,Master,Man,No,Dev,10,8,United States of America,106000.0,11.0
DEV283,>35,Undergraduate,Man,No,Dev,9,7,United States of America,125000.0,18.0
DEV284,>35,PhD,Man,No,NotDev,35,15,United Kingdom of Great Britain and Northern Ireland,51704.0,5.0
DEV285,<35,Undergraduate,Man,No,Dev,12,7,Germany,60427.0,7.0
DEV286,>35,Master,Man,No,NotDev,20,15,United States of America,200000.0,6.0
DEV287,<35,Undergraduate,Man,No,Dev,6,3,Canada,60505.0,17.0
DEV288,>35,Master,Man,No,Dev,20,12,Germany,108098.0,13.0
DEV289,<35,Master,Man,No,NotDev,10,6,United Kingdom of Great Britain and Northern Ireland,129259.0,9.0
DEV290,<35,PhD,Man,No,Dev,12,3,United States of America,93000.0,6.0
DEV291,<35,Undergraduate,Man,No,Dev,20,5,United States of America,77250.0,4.0
DEV292,>35,Master,Man,No,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,87638.0,11.0
DEV293,<35,Undergraduate,Man,No,Dev,3,3,India,26527.0,6.0
DEV294,<35,Other,Man,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,20682.0,20.0
DEV295,<35,Other,Man,Yes,Dev,14,10,United States of America,129600.0,23.0
DEV296,>35,Other,Man,Yes,Dev,38,20,Germany,75669.0,5.0
DEV297,>35,Undergraduate,Man,Yes,Dev,40,25,United States of America,116000.0,5.0
DEV298,<35,Undergraduate,Woman,No,Dev,6,6,United States of America,104000.0,15.0
DEV299,<35,NoHigherEd,Man,No,Dev,7,2,United Kingdom of Great Britain and Northern Ireland,36193.0,16.0
DEV300,<35,Master,Man,No,Dev,13,4,India,2508.0,40.0
DEV301,<35,Undergraduate,Man,No,Dev,9,0,India,2508.0,13.0
DEV302,<35,Undergraduate,Man,No,Dev,7,2,India,5864.0,15.0
DEV303,<35,Other,Man,Yes,Dev,13,5,Germany,47563.0,15.0
DEV304,<35,Master,Man,No,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,64630.0,3.0
DEV305,<35,Master,Man,No,Dev,15,4,United Kingdom of Great Britain and Northern Ireland,118919.0,13.0
DEV306,<35,Undergraduate,Man,No,Dev,13,8,India,57240.0,23.0
DEV307,<35,Other,Man,Yes,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,155111.0,4.0
DEV308,<35,Undergraduate,Man,No,Dev,14,10,India,30018.0,12.0
DEV309,<35,Undergraduate,Man,No,Dev,10,5,United States of America,65000.0,11.0
DEV310,>35,Undergraduate,Man,No,Dev,23,20,Canada,60505.0,7.0
